 X	 Y	 Z	 Length	 v(X)	 v(Y)	 v(Z)	 v(abs)	 a(X)	 a(Y)	 a(Z)	 a(abs)	 X	 Y	 Z	 Length	 v(X)	 v(Y)	 v(Z)	 v(abs)	 a(X)	 a(Y)	 a(Z)	 a(abs)	 X	 Y	 Z	 Length	 v(X)	 v(Y)	 v(Z)	 v(abs)	 a(X)	 a(Y)	 a(Z)	 a(abs)	 X	 Y	 Z	 Length	 v(X)	 v(Y)	 v(Z)	 v(abs)	 a(X)	 a(Y)	 a(Z)	 a(abs)	 X	 Y	 Z	 Length	 v(X)	 v(Y)	 v(Z)	 v(abs)	 a(X)	 a(Y)	 a(Z)	 a(abs)	 X	 Y	 Z	 Length	 v(X)	 v(Y)	 v(Z)	 v(abs)	 a(X)	 a(Y)	 a(Z)	 a(abs)	 X	 Y	 Z	 Length	 v(X)	 v(Y)	 v(Z)	 v(abs)	 a(X)	 a(Y)	 a(Z)	 a(abs)	 X	 Y	 Z	 Length	 v(X)	 v(Y)	 v(Z)	 v(abs)	 a(X)	 a(Y)	 a(Z)	 a(abs)	 X	 Y	 Z	 Length	 v(X)	 v(Y)	 v(Z)	 v(abs)	 a(X)	 a(Y)	 a(Z)	 a(abs)	 X	 Y	 Z	 Length	 v(X)	 v(Y)	 v(Z)	 v(abs)	 a(X)	 a(Y)	 a(Z)	 a(abs)	 X	 Y	 Z	 Length	 v(X)	 v(Y)	 v(Z)	 v(abs)	 a(X)	 a(Y)	 a(Z)	 a(abs)	 X	 Y	 Z	 Length	 v(X)	 v(Y)	 v(Z)	 v(abs)	 a(X)	 a(Y)	 a(Z)	 a(abs)	 X	 Y	 Z	 Length	 v(X)	 v(Y)	 v(Z)	 v(abs)	 a(X)	 a(Y)	 a(Z)	 a(abs)	 X	 Y	 Z	 Length	 v(X)	 v(Y)	 v(Z)	 v(abs)	 a(X)	 a(Y)	 a(Z)	 a(abs)	 X	 Y	 Z	 Length	 v(X)	 v(Y)	 v(Z)	 v(abs)	 a(X)	 a(Y)	 a(Z)	 a(abs)	 X	 Y	 Z	 Length	 v(X)	 v(Y)	 v(Z)	 v(abs)	 a(X)	 a(Y)	 a(Z)	 a(abs)	 X	 Y	 Z	 Length	 v(X)	 v(Y)	 v(Z)	 v(abs)	 a(X)	 a(Y)	 a(Z)	 a(abs)	 X	 Y	 Z	 Length	 v(X)	 v(Y)	 v(Z)	 v(abs)	 a(X)	 a(Y)	 a(Z)	 a(abs)	 X	 Y	 Z	 Length	 v(X)	 v(Y)	 v(Z)	 v(abs)	 a(X)	 a(Y)	 a(Z)	 a(abs)	 X	 Y	 Z	 Length	 v(X)	 v(Y)	 v(Z)	 v(abs)	 a(X)	 a(Y)	 a(Z)	 a(abs)	 X	 Y	 Z	 Length	 v(X)	 v(Y)	 v(Z)	 v(abs)	 a(X)	 a(Y)	 a(Z)	 a(abs)	 X	 Y	 Z	 Length	 v(X)	 v(Y)	 v(Z)	 v(abs)	 a(X)	 a(Y)	 a(Z)	 a(abs)	 X	 Y	 Z	 Length	 v(X)	 v(Y)	 v(Z)	 v(abs)	 a(X)	 a(Y)	 a(Z)	 a(abs)	 X	 Y	 Z	 Length	 v(X)	 v(Y)	 v(Z)	 v(abs)	 a(X)	 a(Y)	 a(Z)	 a(abs)	 X	 Y	 Z	 Length	 v(X)	 v(Y)	 v(Z)	 v(abs)	 a(X)	 a(Y)	 a(Z)	 a(abs)
0.28431338	-0.01509073	1.05814362	0.00000000	3.84870529	0.28641033	1.94342744	4.32105017	-629.74517822	312.03567505	-234.23468018	-364.29885864	0.36461636	-0.06458537	0.98345876	0.00000000	2.61954546	0.09576726	0.88713133	2.76734400	-552.94573975	185.43234253	-72.81153870	-250.14869690	0.33941737	-0.03127506	0.51013255	0.00000000	2.19686842	-3.41845989	0.79068869	4.13972092	-247.69863892	350.26635742	-82.36505127	-435.78982544	0.24699655	-0.08627226	0.06216222	0.00000000	1.40538096	0.01220807	0.61526334	1.53420782	-169.01446533	69.95234680	-68.55131531	-152.54525757	0.28957695	0.02209213	-0.01945844	0.00000000	5.64263296	-2.04772878	0.80440068	6.05636501	-630.48046875	283.66720581	-93.23807526	-691.93334961	0.26981521	-0.02706751	0.01570370	0.00000000	3.73063350	-1.09861374	0.71660519	3.95450401	-422.07775879	184.87702942	-81.86071777	-453.92181396	0.20244315	0.03114402	0.98307210	0.00000000	2.49583077	-0.32834530	3.17603087	4.05267239	-434.81726074	417.06790161	-404.47973633	-317.61007690	0.14052214	0.15980628	0.51551694	0.00000000	4.00116682	-4.51635170	1.99871302	6.35622692	-388.53057861	673.36181641	-343.23260498	-756.07019043	0.01115160	-0.00750451	0.09132888	0.00000000	2.14634943	0.77507865	0.69670480	2.38599253	-366.39071655	-29.88186646	-98.34442139	-287.93484497	0.03248727	0.10730455	0.00321096	0.00000000	9.25657082	-2.44612026	0.03626020	9.57438850	-1081.85400391	245.04695129	-40.81298065	-1105.69775391	0.02189852	0.05527629	0.04143607	0.00000000	6.09326077	-0.99034214	0.31113797	6.18105268	-761.02172852	117.94893646	-64.89163971	-766.60400391	0.28431338	-0.01509073	1.05814362	0.00000000	3.84870529	0.28641033	1.94342744	4.32105017	-629.74517822	312.03567505	-234.23468018	-364.29885864	0.23326457	-0.00016503	1.20503104	0.00000000	6.26769733	-1.77424300	2.71182466	7.05591679	-785.97680664	262.90576172	-294.96163940	-873.18707275	0.23082134	-0.01384183	1.36063206	0.00000000	7.76309109	-4.98202038	2.09416771	9.45894527	-885.38507080	276.52673340	-311.05657959	-892.37591553	0.39451805	-0.11736862	1.46414912	0.00000000	8.74826431	-9.17307663	1.52996349	12.76786041	-582.96447754	814.30163574	-264.90209961	-998.79064941	0.54839128	-0.13097532	1.19631588	0.00000000	4.34674120	0.19242865	-0.26517379	4.35907173	-439.25894165	84.30132294	-161.82310486	-378.13629150	0.48268282	0.12085705	1.32827866	0.00000000	2.77714205	-0.82165670	0.69992959	2.97951984	-338.36251831	84.55258942	-107.08494568	-367.76123047	0.46914664	0.16080208	1.37817013	0.00000000	1.75825238	-0.31421062	-0.07965288	1.78788269	-275.77890015	10.44318008	-28.79998779	-231.54179382	0.14029464	0.08622642	1.49140680	0.00000000	11.75747204	-0.00909019	-0.43484819	11.76551342	-1936.52246094	-258.29602051	317.52612305	-1542.77343750	0.19505624	0.14019112	1.19858611	0.00000000	2.03082657	-13.67341232	2.32053447	14.01682377	-2373.61572266	2989.31298828	-101.01102448	-522.56335449	-0.00840532	0.27478653	1.36712551	0.00000000	61.87555313	-2.35734224	-10.00043774	62.72280121	-6778.33398438	263.57330322	1018.50183105	-6875.71582031	-0.13482197	0.28040740	1.40944147	0.00000000	73.50117493	11.98649788	-7.49685669	74.84852600	-7358.32617188	-865.66790771	973.07855225	-7528.58154297	0.24784063	-0.00580342	1.51571405	0.00000000	8.49583912	-4.66102028	1.95664835	9.88599300	-937.76751709	106.43170166	-291.46420288	-825.65795898	0.30892995	-0.04543927	1.65874314	0.00000000	6.98284531	-4.03739738	2.57240105	8.46628380	-658.74737549	383.80590820	-325.02215576	-820.57080078	0.36657384	-0.03291876	1.73486221	0.00000000	5.97498608	1.02164733	1.53197813	6.25229406	-679.42785645	-62.90250015	-199.30242920	-707.92504883
0.31139448	-0.03278781	1.06788957	0.03378693	1.89988017	1.15548873	1.17630291	2.51562858	-434.58575439	160.98782349	-175.09767151	-274.40499878	0.38785234	-0.07721106	0.98629987	0.02659681	0.93224794	0.59496236	0.62965584	1.27260876	-365.30499268	94.82653046	-62.02562714	-170.32511902	0.34814781	-0.04657047	0.51378846	0.01798710	1.39625287	-2.27016783	0.51158923	2.71383619	-189.99589539	270.81829834	-64.68793488	-334.13406372	0.25495955	-0.09199622	0.06490524	0.01018319	0.87569129	0.20441596	0.38121638	0.97670215	-127.63549805	38.32577133	-53.14686584	-114.93636322	0.31461823	0.00912376	-0.01530356	0.02850452	3.60514927	-1.15575385	0.48674932	3.81703973	-482.17083740	204.69544983	-71.36931610	-521.23052979	0.28716448	-0.03669010	0.01920664	0.02014602	2.37410927	-0.53017044	0.43745112	2.47160649	-322.10733032	127.86949158	-62.95495605	-339.42736816	0.22062133	0.00822476	1.00040388	0.03400191	1.15443313	0.85449207	1.87139845	2.35902619	-298.67483521	229.79368591	-295.90606689	-241.68821716	0.15677042	0.13187711	0.53175777	0.03616366	2.73836994	-2.37300944	0.92941362	3.74080920	-304.39151001	474.62030029	-233.57318115	-542.27960205	0.02752131	-0.00505807	0.09677664	0.01742500	1.00245833	0.67990875	0.39261621	1.27332091	-253.96183777	-32.14834595	-67.70171356	-195.56970215	0.07784133	0.09809314	0.00606379	0.04636787	5.77774620	-1.62811124	-0.07481277	6.00322342	-808.76300049	191.19737244	-18.80243301	-826.60675049	0.05427952	0.05141731	0.04538844	0.03284878	3.66103220	-0.59371841	0.11925578	3.71077895	-560.42431641	88.58547211	-39.29577637	-557.77508545	0.31139448	-0.03278781	1.06788957	0.03378693	1.89988017	1.15548873	1.17630291	2.51562858	-434.58575439	160.98782349	-175.09767151	-274.40499878	0.27078083	-0.01478100	1.21765935	0.04219681	3.81521034	-0.96688306	1.74590170	4.30567837	-564.67083740	182.30287170	-225.03128052	-628.81921387	0.27629119	-0.02757950	1.37325656	0.04914884	4.99224663	-4.02013445	1.09703159	6.50288296	-645.26379395	263.44729614	-221.82292175	-684.67584229	0.42283583	-0.15022163	1.47890007	0.04581274	6.78907204	-6.49167681	0.72853500	9.42147160	-517.29827881	659.44195557	-179.35668945	-837.20983887	0.56405860	-0.13851920	1.20409846	0.01905108	2.88863111	0.40332872	-0.72880322	3.00632954	-352.13580322	25.50223351	-87.79624939	-294.19369507	0.49497414	0.11518741	1.33063543	0.01373956	1.64729083	-0.59087294	0.37502357	1.78978789	-247.33489990	57.44472504	-87.31959534	-250.34107971	0.47663957	0.15806499	1.37638867	0.00817369	0.81885749	-0.32561979	-0.15426895	0.89462548	-188.13998413	14.04301167	-35.01429749	-139.32231140	0.22350650	0.09571955	1.47422302	0.08549628	5.72621775	-0.73728043	0.47992003	5.79339933	-1334.05419922	-125.12384033	183.56030273	-1041.13977051	0.33749548	0.00714571	1.20810986	0.19514282	-4.69939804	-4.46760464	1.99392664	6.78377295	-1319.34680176	1952.34106445	-111.38603973	-432.35717773	0.25000075	0.26201844	1.33181369	0.26111999	39.81349945	-1.52647483	-6.62571430	40.38991165	-5206.97021484	200.94856262	800.34814453	-5270.78808594	0.12599012	0.30005911	1.36308146	0.26562831	49.20386505	8.94101429	-4.45119667	50.20732117	-5834.88769531	-757.90606689	679.55841064	-5904.93457031	0.29228431	-0.01169981	1.52784228	0.04644462	5.52431726	-4.20355654	1.02376854	7.01684189	-696.45654297	157.30160522	-207.17214966	-655.72894287	0.33419910	-0.06019731	1.67498636	0.03346897	4.82254076	-2.77082944	1.54158080	5.77155685	-522.18890381	305.58630371	-234.53833008	-644.52581787	0.39140925	-0.02765926	1.74528551	0.02744276	3.76943660	0.82284129	0.90488833	3.96289587	-516.77600098	-54.56145859	-140.97520447	-528.31262207
0.29783937	0.00078909	1.06812370	0.06999749	-0.04894482	2.02456713	0.40917841	2.06608200	-239.42633057	9.93997002	-115.96067047	-184.51113892	0.37038291	-0.05339976	0.98889542	0.05624300	-0.75504965	1.09415746	0.37218031	1.38050663	-177.66424561	4.22071838	-51.23971939	-90.50154114	0.35254550	-0.04942965	0.51408142	0.02324071	0.59563738	-1.12187588	0.23248976	1.29129422	-132.29315186	191.37023926	-47.01081467	-232.47830200	0.25314397	-0.08185467	0.06540372	0.02049803	0.34600165	0.39662385	0.14716938	0.54652214	-86.25652313	6.69919825	-37.74242020	-77.32746124	0.32022062	0.01385061	-0.01558446	0.03583997	1.56766558	-0.26377890	0.16909799	1.59867096	-333.86120605	125.72370148	-49.50055695	-350.52767944	0.28939092	-0.02947817	0.01928270	0.02769418	1.01758504	0.03827288	0.15829703	1.03053486	-222.13688660	70.86195374	-44.04919815	-224.93293762	0.21037570	0.04543282	0.99860281	0.07263683	-0.18696453	2.03732944	0.56676596	2.12294388	-162.53240967	42.51947021	-187.33241272	-165.76635742	0.16364507	0.13994797	0.52123588	0.05110051	1.47557306	-0.22966699	-0.13988577	1.49987698	-220.25245667	275.87878418	-123.91375732	-328.48901367	0.01825541	-0.00239340	0.09314016	0.02772943	-0.14143273	0.58473885	0.08852761	0.60807884	-141.53295898	-34.41482544	-37.05900192	-103.20455170	0.08046516	0.09289347	0.00120835	0.05395051	2.29892206	-0.81010234	-0.18588574	2.44455767	-535.67193604	137.34779358	3.20811367	-547.51574707	0.05174241	0.04963365	0.04100548	0.03821801	1.22880375	-0.19709465	-0.07262641	1.24662721	-359.82687378	59.22200775	-13.69991398	-348.94616699	0.29783937	0.00078909	1.06812370	0.06999749	-0.04894482	2.02456713	0.40917841	2.06608200	-239.42633057	9.93997002	-115.96067047	-184.51113892	0.25972727	-0.00406291	1.21954560	0.05770863	1.36272323	-0.15952314	0.77997881	1.57823610	-343.36483765	101.69997406	-155.10092163	-384.45135498	0.26401350	-0.04597698	1.36997676	0.07150877	2.22140193	-3.05824876	0.09989542	3.78120232	-405.14251709	250.36785889	-132.58927917	-476.97576904	0.44836158	-0.17296912	1.46606898	0.08233190	4.82987928	-3.81027675	-0.07289343	6.15233755	-451.63204956	504.58230591	-93.81127167	-675.62902832	0.57485104	-0.12368155	1.18827796	0.04327752	1.43052101	0.61422879	-1.19243264	1.96101069	-265.01266479	-33.29685211	-13.76939487	-210.25109863	0.49853721	0.11789533	1.33308160	0.01883977	0.51743966	-0.36008921	0.05011759	0.63239211	-156.30728149	30.33685875	-67.55424500	-132.92091370	0.47997996	0.16029373	1.37919021	0.01307003	-0.12053733	-0.33702895	-0.22888502	0.42486012	-100.50107574	17.64284325	-41.22860718	-47.10283279	0.18194182	0.08213464	1.50078917	0.13666201	-0.30503637	-1.46547067	1.39468825	2.04592443	-731.58587646	8.04832363	49.59448242	-539.50604248	0.10496843	0.11661389	1.21002936	0.45215607	-11.42962265	4.73820305	1.66731882	12.48466206	-265.07769775	915.36920166	-121.76105499	-342.15100098	0.34419772	0.26409742	1.30455995	0.35920241	17.75144577	-0.69560730	-3.25099111	18.06008339	-3635.60668945	138.32382202	582.19445801	-3665.86010742	0.31825438	0.37320256	1.37685382	0.47179615	24.90655136	5.89553070	-1.40553665	25.63335991	-4311.44921875	-650.14422607	386.03826904	-4281.28759766	0.28848851	-0.04110451	1.52419066	0.07631733	2.55279541	-3.74609303	0.09088880	4.53411913	-455.14556885	208.17150879	-122.88008881	-485.79989624	0.35084748	-0.06969193	1.66929185	0.05346257	2.66223621	-1.50426137	0.51076072	3.10019040	-385.63043213	227.36671448	-144.05451965	-468.48080444	0.40032652	-0.02823454	1.74075377	0.03746201	1.56388724	0.62403524	0.27779856	1.70655656	-354.12414551	-46.22041702	-82.64797211	-348.70019531
0.29527768	0.00607682	1.06822944	0.07587400	-0.20267582	1.87816918	0.37189421	1.92533171	-176.78216553	-41.69417572	-101.20910645	-209.25471497	0.36527175	-0.05312713	0.99030745	0.06155262	-0.76978004	1.13896894	0.32795042	1.41328096	-115.71081543	-29.38175011	-49.21097565	-119.11295319	0.35101405	-0.05302789	0.51535589	0.02735374	0.50612849	-0.88579184	0.19612500	1.03887355	-109.62849426	173.16230774	-42.43898010	-207.87126160	0.25501552	-0.08301879	0.06576879	0.02273212	0.16786233	0.42303276	0.15028235	0.47929037	-69.08799744	-3.06039953	-33.30914307	-72.07605743	0.32210934	0.01300851	-0.01482304	0.03804364	1.18996644	-0.12862742	0.17980500	1.21032846	-285.93576050	100.38230133	-46.08417892	-300.12353516	0.29130220	-0.03048597	0.01985727	0.02992998	0.72908634	0.12449361	0.16587505	0.75801063	-188.12786865	52.68468475	-40.17985153	-193.70841980	0.20842297	0.05081313	0.99800813	0.07839135	-0.30810389	1.91876030	0.50959539	2.00904369	-118.68672180	-24.45022011	-159.10278320	-192.89840698	0.16557807	0.14388232	0.51999295	0.05565688	1.23342955	-0.24189761	-0.15369374	1.26628780	-187.07701111	223.75285339	-91.70653534	-293.80187988	0.01618514	-0.00097792	0.09412629	0.03042425	-0.16206937	0.46094054	0.04423512	0.49060106	-103.71691895	-28.62578392	-26.64867783	-97.54127502	0.08171940	0.09143933	0.00157677	0.05590585	1.86456311	-0.71350485	-0.17110853	2.00373721	-451.31588745	127.83606720	9.30764675	-466.82751465	0.05160634	0.04937927	0.04163143	0.03890724	0.97568464	-0.19711904	-0.08264179	0.99882233	-296.47268677	56.95091629	-5.73549986	-296.52770996	0.29527768	0.00607682	1.06822944	0.07587400	-0.20267582	1.87816918	0.37189421	1.92533171	-176.78216553	-41.69417572	-101.20910645	-209.25471497	0.26415390	-0.00608902	1.22083342	0.06274436	0.91730225	-0.00850491	0.66826630	1.13494301	-270.29916382	76.62540436	-136.64369202	-309.54760742	0.27391782	-0.05699871	1.36820221	0.08643268	1.60302222	-2.47705913	0.09998780	2.95220232	-326.60778809	249.09385681	-107.94107819	-420.18423462	0.46578383	-0.18025133	1.46781409	0.10129531	3.84431648	-3.06932521	-0.21720801	4.92409468	-433.64666748	457.04803467	-66.91234589	-631.94042969	0.57696927	-0.12268931	1.18511081	0.04721482	1.16456783	0.49815977	-1.10079277	1.67813170	-235.43273926	-44.87871933	12.71553516	-194.28102112	0.49706930	0.11612538	1.33253825	0.02120254	0.62953961	-0.20359413	-0.11350668	0.67130798	-143.70594788	15.10447407	-45.75159454	-119.61772919	0.47478154	0.15740375	1.37800634	0.01913444	0.22580782	-0.07277049	-0.39924788	0.46441746	-99.39736938	-0.69758815	-19.94970322	-48.25069809	0.17375925	0.06983770	1.50261772	0.15154532	-0.61712348	-1.04740775	1.37033582	1.83186364	-539.38110352	58.00069046	2.24735641	-524.66979980	0.09082222	0.14306509	1.22081244	0.48403171	-11.06434917	4.26929331	1.09442675	11.90984726	108.72114563	589.85955811	-118.19879150	-628.12072754	0.34928912	0.26122326	1.30537951	0.36510623	14.44714928	-0.43913317	-2.84850955	14.73183537	-3160.46728516	112.41693115	522.59942627	-3185.80786133	0.32857481	0.37262961	1.37582767	0.48218328	20.73330688	5.44955969	-1.19588387	21.47086143	-3869.21142578	-639.82006836	292.50225830	-3774.72021484	0.29662019	-0.05432801	1.52274072	0.09190859	1.93454826	-3.15868711	0.09073084	3.70513344	-376.64443970	228.03372192	-99.93933868	-450.90408325	0.35530028	-0.07158976	1.67112851	0.05863968	2.17950940	-1.23717105	0.39492041	2.53708792	-345.77923584	205.52857971	-117.61541748	-418.28955078	0.40007237	-0.02387631	1.74178672	0.04194819	1.26260650	0.46423918	0.22518045	1.36396468	-307.71826172	-40.35153198	-65.96851349	-297.37542725
0.29606864	0.00407373	1.06754017	0.07813521	-0.73905116	1.45346248	-0.02002200	1.63069022	-50.99966431	-93.89900970	-43.35903931	-122.24026489	0.36603212	-0.05477225	0.98932016	0.06361644	-1.10558295	0.71573830	0.15130052	1.32570243	-5.34900856	-56.94314194	-23.62445259	-61.67594528	0.35250202	-0.05174147	0.51435697	0.02955981	-0.04348854	-0.36908868	0.06637242	0.37752220	-55.26608658	89.55425262	-16.02229500	-104.66798401	0.25405559	-0.08140580	0.06527784	0.02467228	-0.02237797	0.30223444	0.01089393	0.30325750	-35.42669678	-13.16681671	-10.08649063	-36.23852539	0.32152647	0.01386205	-0.01589838	0.03953516	0.13603292	0.18015407	0.00306832	0.22576505	-146.88012695	40.46542740	-17.73128891	-151.39002991	0.29053694	-0.02928745	0.01904931	0.03156548	0.06527193	0.23509505	0.00638298	0.24407141	-96.73381042	15.83225250	-14.17895794	-95.13173676	0.20883223	0.04858731	0.99765122	0.08068246	-0.63147199	1.53552067	-0.10677705	1.66372538	-31.46247292	-97.06631470	-67.60373688	-117.96928406	0.16737033	0.14442059	0.52006048	0.05752945	0.41131681	0.59921229	-0.42644358	0.84266895	-100.72927094	80.66857147	-17.89786148	-120.31956482	0.01605846	0.00107406	0.09435913	0.03249328	-0.57861465	0.30315763	0.00480693	0.65324003	-27.50383377	-25.43965340	-2.21634769	-32.81921387	0.08250701	0.09252409	0.00150127	0.05724851	0.12736326	-0.25977114	-0.04987488	0.29358125	-215.66485596	66.39011383	18.17636108	-221.93916321	0.05199536	0.05088510	0.04169398	0.04046376	-0.17254214	-0.02070552	-0.02924256	0.17622326	-132.38369751	25.34607124	9.75265026	-125.54363251	0.29606864	0.00407373	1.06754017	0.07813521	-0.73905116	1.45346248	-0.02002200	1.63069022	-50.99966431	-93.89900970	-43.35903931	-122.24026489	0.26556495	-0.00795536	1.22028017	0.06514860	0.15394633	0.11445846	0.15240921	0.24500771	-114.83688354	26.65523720	-66.31206512	-133.97488403	0.27546448	-0.05881124	1.36765850	0.08887666	0.72776085	-1.59141266	-0.31404558	1.77787936	-154.39768982	186.17179871	-35.32025909	-241.00912476	0.46738446	-0.18241295	1.46809709	0.10399988	2.28720284	-1.34050882	-0.29689664	2.66765976	-316.62145996	279.32812500	-22.63791084	-422.71939087	0.57397002	-0.12556742	1.18348360	0.05167876	0.16585357	0.10403773	-0.96509141	0.98475009	-122.60881042	-48.62714767	45.68634415	-121.33636475	0.49505815	0.11452509	1.32935953	0.02529032	0.07013139	-0.21732275	-0.42245290	0.48022291	-48.02565765	17.18616867	-30.61778831	-40.71699142	0.47247970	0.15659234	1.37395287	0.02386598	-0.16220041	-0.05334158	-0.70330632	0.72373617	-11.36092663	17.08275604	-18.63872719	-3.35866237	0.17283733	0.07263875	1.50399339	0.15479928	-2.24086428	-0.95682949	1.13409519	2.68759513	-132.17713928	100.30378723	-54.19062805	-177.05612183	0.09029855	0.14502563	1.22185433	0.48631281	-8.65978909	5.84189367	0.81374621	10.47768307	512.11218262	-57.44999313	-110.86282349	-543.57879639	0.34995466	0.26092646	1.30590057	0.36600208	1.93138170	-0.07013586	-0.59933078	2.02345037	-1633.04870605	60.75623322	279.17083740	-1655.87500000	0.32795593	0.37376010	1.37363541	0.48472631	4.67248392	2.39736271	-0.28376821	5.25927544	-2171.82348633	-411.18157959	89.30086517	-2083.28784180	0.29810610	-0.05619429	1.52220678	0.09435318	0.75740635	-2.29256868	-0.28425696	2.43111849	-183.68673706	193.95819092	-32.63336182	-271.18704224	0.35611784	-0.07263534	1.67095017	0.05997887	0.86149365	-0.45152473	0.02471009	0.97296274	-199.99281311	117.47962189	-47.60478973	-236.20774841	0.40013012	-0.02447798	1.74178433	0.04255263	0.07883476	0.35683078	0.02105916	0.36604181	-156.79792786	-29.05631638	-24.97109604	-143.28523254
0.29451224	0.00634388	1.06837392	0.08101116	0.07800176	0.02000413	-0.08853730	0.11967996	14.95722103	-117.99225616	-24.38160706	-111.30880737	0.36370561	-0.05254541	0.98950410	0.06684218	-0.07276826	-0.18290332	-0.06646035	0.20776387	50.21394348	-77.55525208	-16.80822754	-76.78347778	0.35196519	-0.05248020	0.51448363	0.03048174	-0.01631668	-0.09825417	-0.06067697	0.11662681	-32.12949371	42.75319290	-8.34794807	-50.90103531	0.25435662	-0.08283237	0.06526764	0.02613031	0.04170331	0.01165615	-0.07920656	0.09027021	-12.79034901	-20.41306496	-6.22538424	-24.80257225	0.32119998	0.01333083	-0.01537024	0.04035231	0.01766156	-0.00947761	-0.12118311	0.12282956	-76.94182587	11.27355003	-11.52777386	-75.53099823	0.29050401	-0.03022513	0.01933145	0.03254524	0.02869855	-0.00094989	-0.10221343	0.10617013	-48.15542984	-3.22239566	-9.05757427	-45.68352509	0.20636334	0.05046051	0.99938399	0.08423306	-0.04370425	-0.14705725	-0.03846442	0.15816259	17.07089996	-132.60466003	-34.72320175	-114.74816895	0.16810866	0.14285132	0.52084816	0.05943423	0.30131316	0.15445372	-0.00143355	0.33859655	-60.81941605	31.34376526	11.39033794	-44.00259781	0.01674437	0.00178754	0.09440354	0.03348399	-0.12420096	0.25654140	0.11864630	0.30873340	1.91107392	-21.09675789	11.04722118	-8.69822788	0.08439825	0.09232233	0.00151919	0.05915057	0.23810884	0.01132086	0.14835133	0.28077054	-110.42117310	39.68103027	23.98952866	-110.44238281	0.05337376	0.05107197	0.04172004	0.04185502	0.08493508	0.11437900	0.13372436	0.19539377	-61.00227356	12.81829357	18.70656776	-46.46648407	0.29451224	0.00634388	1.06837392	0.08101116	0.07800176	0.02000413	-0.08853730	0.11967996	14.95722103	-117.99225616	-24.38160706	-111.30880737	0.26656440	-0.00693043	1.22149932	0.06702895	0.79338443	-0.20063299	0.01999220	0.81860375	-26.49933243	-0.95061475	-39.64128876	-38.24693298	0.27863094	-0.05968208	1.36804748	0.09218365	1.27325749	-0.59027946	-0.16824679	1.41347849	-55.13432312	143.56774902	-10.53478622	-138.71914673	0.46998930	-0.18316758	1.46806669	0.10671199	0.98989612	-0.53779024	0.13393997	1.13448346	-235.64227295	180.20918274	5.16818094	-295.03723145	0.57469982	-0.12590444	1.18284154	0.05270756	-0.24310279	-0.50857311	-0.31517813	0.64581949	-72.24776459	-51.66047668	59.01272583	-87.34584045	0.49685681	0.11374287	1.33001816	0.02735934	-0.13008861	-0.51239634	-0.26090294	0.58952808	-18.66312981	8.63003922	-19.30297661	-8.43601227	0.47344509	0.15603168	1.37396741	0.02498246	-0.34220171	-0.32638052	-0.55376118	0.72820169	5.76645565	11.65384293	-13.79314327	9.11917305	0.17111436	0.07571141	1.50475764	0.15840399	0.04517952	0.42974356	0.03763886	0.43374807	58.04716110	107.57773590	-83.88401031	-63.59835434	0.08949864	0.14571838	1.22175074	0.48737606	0.63912404	0.65992022	0.40426677	1.00369608	715.93170166	-303.36212158	-79.62635040	-758.74310303	0.34976223	0.26098514	1.30478382	0.36713681	-0.19122680	-0.14733739	0.18406948	0.30357465	-918.48767090	28.76766968	177.96458435	-932.06964111	0.32467270	0.37598154	1.36763084	0.49192140	-1.17194724	0.04636756	-1.25608993	1.71853781	-1373.80126953	-323.52999878	-1.15014148	-1287.06835938	0.30037141	-0.05848897	1.52274263	0.09762187	1.04740274	-0.83796400	-0.13722730	1.34835732	-76.91556549	167.21078491	-10.07544994	-176.06315613	0.35561404	-0.07222544	1.67280865	0.06194757	0.37587744	-0.10560521	0.18350917	0.43140692	-120.07938385	72.61982727	-19.66132927	-140.41340637	0.39836454	-0.02277594	1.74352527	0.04556013	-0.07261254	0.29778916	0.17556952	0.35323593	-80.88309479	-21.31277084	-9.54637051	-73.74532318
